id,state_name,district_name,block_name,samiti_name,mobile_number,President,Vice President,Secretary,Joint Secretary,Treasurer,Members
1,Madhya Pradesh,Agar Malwa,Agar,,,,,,,,
2,Madhya Pradesh,Agar Malwa,Barod,,,,,,,,
3,Madhya Pradesh,Agar Malwa,Nalkheda,,,,,,,,
4,Madhya Pradesh,Agar Malwa,Susner,,,,,,,,
5,Madhya Pradesh,Alirajpur,Alirajpur,,,,,,,,
6,Madhya Pradesh,Alirajpur,Bhabra,,,,,,,,
7,Madhya Pradesh,Alirajpur,Jobat,,,,,,,,
8,Madhya Pradesh,Alirajpur,Katthiwada,,,,,,,,
9,Madhya Pradesh,Alirajpur,Sondwa,,,,,,,,
10,Madhya Pradesh,Alirajpur,Udaigarh,,,,,,,,
11,Madhya Pradesh,Anuppur,Anuppur,,,,,,,,
12,Madhya Pradesh,Anuppur,Jaithari,,,,,,,,
13,Madhya Pradesh,Anuppur,Kotma,,,,,,,,
14,Madhya Pradesh,Anuppur,Pushprajgarh,,,,,,,,
15,Madhya Pradesh,Ashoknagar,Ashoknagar,,,,,,,,
16,Madhya Pradesh,Ashoknagar,Chanderi,,,,,,,,
17,Madhya Pradesh,Ashoknagar,Isagarh,,,,,,,,
18,Madhya Pradesh,Ashoknagar,Mungaoli,,,,,,,,
19,Madhya Pradesh,Balaghat,Baihar,,,,,,,,
20,Madhya Pradesh,Balaghat,Balaghat,,,,,,,,
21,Madhya Pradesh,Balaghat,Birsa,,,,,,,,
22,Madhya Pradesh,Balaghat,Katangi,,,,,,,,
23,Madhya Pradesh,Balaghat,Khairlanji,,,,,,,,
24,Madhya Pradesh,Balaghat,Kirnapur,,,,,,,,
25,Madhya Pradesh,Balaghat,Lalbarra,,,,,,,,
26,Madhya Pradesh,Balaghat,Lanji,,,,,,,,
27,Madhya Pradesh,Balaghat,Paraswada,,,,,,,,
28,Madhya Pradesh,Balaghat,Waraseoni,,,,,,,,
29,Madhya Pradesh,Barwani,Barwani,,,,,,,,
30,Madhya Pradesh,Barwani,Newali,,,,,,,,
31,Madhya Pradesh,Barwani,Pansemal,,,,,,,,
32,Madhya Pradesh,Barwani,Pati,,,,,,,,
33,Madhya Pradesh,Barwani,Rajpur,,,,,,,,
34,Madhya Pradesh,Barwani,Sendhawa,,,,,,,,
35,Madhya Pradesh,Barwani,Thikri,,,,,,,,
36,Madhya Pradesh,Betul,Amla,,,,,,,,
37,Madhya Pradesh,Betul,Athner,,,,,,,,
38,Madhya Pradesh,Betul,Betul,,,,,,,,
39,Madhya Pradesh,Betul,Bhainsdehi,,,,,,,,
40,Madhya Pradesh,Betul,Bhimpur,,,,,,,,
41,Madhya Pradesh,Betul,Chicholi,,,,,,,,
42,Madhya Pradesh,Betul,Ghoradongri,,,,,,,,
43,Madhya Pradesh,Betul,Multai,,,,,,,,
44,Madhya Pradesh,Betul,Prabhat Pattan,,,,,,,,
45,Madhya Pradesh,Betul,Shahpur,,,,,,,,
46,Madhya Pradesh,Bhind,Ater,,,,,,,,
47,Madhya Pradesh,Bhind,Bhind,,,,,,,,
48,Madhya Pradesh,Bhind,Gohad,,,,,,,,
49,Madhya Pradesh,Bhind,Lahar,,,,,,,,
50,Madhya Pradesh,Bhind,Mehgaon,,,,,,,,
51,Madhya Pradesh,Bhind,Raon,,,,,,,,
52,Madhya Pradesh,Bhopal,Berasia,,,,,,,,
53,Madhya Pradesh,Bhopal,Phanda,,,,,,,,
54,Madhya Pradesh,Burhanpur,Burhanpur,,,,,,,,
55,Madhya Pradesh,Burhanpur,Khaknar,,,,,,,,
56,Madhya Pradesh,Chhatarpur,Bada Malehara,,,,,,,,
57,Madhya Pradesh,Chhatarpur,Barigarh,,,,,,,,
58,Madhya Pradesh,Chhatarpur,Bijawar,,,,,,,,
59,Madhya Pradesh,Chhatarpur,Buxwaha,,,,,,,,
60,Madhya Pradesh,Chhatarpur,Chhatarpur,,,,,,,,
61,Madhya Pradesh,Chhatarpur,Laundi,,,,,,,,
62,Madhya Pradesh,Chhatarpur,Nowgong,,,,,,,,
63,Madhya Pradesh,Chhatarpur,Rajnagar,,,,,,,,
64,Madhya Pradesh,Chhindwara,Amarwara,,,,,,,,
65,Madhya Pradesh,Chhindwara,Bichhua,,,,,,,,
66,Madhya Pradesh,Chhindwara,Chaurai,,,,,,,,
67,Madhya Pradesh,Chhindwara,Chhindwara,,,,,,,,
68,Madhya Pradesh,Chhindwara,Harrai,,,,,,,,
69,Madhya Pradesh,Chhindwara,Jamai,,,,,,,,
70,Madhya Pradesh,Chhindwara,Mohkhed,,,,,,,,
71,Madhya Pradesh,Chhindwara,Pandhurna,,,,,,,,
72,Madhya Pradesh,Chhindwara,Parasia,,,,,,,,
73,Madhya Pradesh,Chhindwara,Sausar,,,,,,,,
74,Madhya Pradesh,Chhindwara,Tamia,,,,,,,,
75,Madhya Pradesh,Damoh,Batiyagarh,,,,,,,,
76,Madhya Pradesh,Damoh,Damoh,,,,,,,,
77,Madhya Pradesh,Damoh,Hatta,,,,,,,,
78,Madhya Pradesh,Damoh,Jabera,,,,,,,,
79,Madhya Pradesh,Damoh,Patera,,,,,,,,
80,Madhya Pradesh,Damoh,Pathariya,,,,,,,,
81,Madhya Pradesh,Damoh,Tendukheda,,,,,,,,
82,Madhya Pradesh,Datia,Bhander,,,,,,,,
83,Madhya Pradesh,Datia,Datia,,,,,,,,
84,Madhya Pradesh,Datia,Seondha,,,,,,,,
85,Madhya Pradesh,Dewas,Bagli,,,,,,,,
86,Madhya Pradesh,Dewas,Dewas,,,,,,,,
87,Madhya Pradesh,Dewas,Kannod,,,,,,,,
88,Madhya Pradesh,Dewas,Khategaon,,,,,,,,
89,Madhya Pradesh,Dewas,Sonkatch,,,,,,,,
90,Madhya Pradesh,Dewas,Tonk Khurd,,,,,,,,
91,Madhya Pradesh,Dhar,Badnawar,,,,,,,,
92,Madhya Pradesh,Dhar,Bagh,,,,,,,,
93,Madhya Pradesh,Dhar,Dahi,,,,,,,,
94,Madhya Pradesh,Dhar,Dhar,,,,,,,,
95,Madhya Pradesh,Dhar,Dharampuri,,,,,,,,
96,Madhya Pradesh,Dhar,Gandhwani,,,,,,,,
97,Madhya Pradesh,Dhar,Kukshi,,,,,,,,
98,Madhya Pradesh,Dhar,Manawar,,,,,,,,
99,Madhya Pradesh,Dhar,Nalchha,,,,,,,,
100,Madhya Pradesh,Dhar,Nisarpur,,,,,,,,
101,Madhya Pradesh,Dhar,Sardarpur,,,,,,,,
102,Madhya Pradesh,Dhar,Tirla,,,,,,,,
103,Madhya Pradesh,Dhar,Umarban,,,,,,,,
104,Madhya Pradesh,Dindori,Amarpur,,,,,,,,
105,Madhya Pradesh,Dindori,Bajag,,,,,,,,
106,Madhya Pradesh,Dindori,Dindori,,,,,,,,
107,Madhya Pradesh,Dindori,Karanjiya,,,,,,,,
108,Madhya Pradesh,Dindori,Mehandwani,,,,,,,,
109,Madhya Pradesh,Dindori,Samnapur,,,,,,,,
110,Madhya Pradesh,Dindori,Shahpura,,,,,,,,
111,Madhya Pradesh,East Nimar,Baladi,,,,,,,,
112,Madhya Pradesh,East Nimar,Chhaigaon Makhan,,,,,,,,
113,Madhya Pradesh,East Nimar,Harsud,,,,,,,,
114,Madhya Pradesh,East Nimar,Khalwa,,,,,,,,
115,Madhya Pradesh,East Nimar,Khandwa,,,,,,,,
116,Madhya Pradesh,East Nimar,Pandhana,,,,,,,,
117,Madhya Pradesh,East Nimar,Punasa,,,,,,,,
118,Madhya Pradesh,Guna,Aron,,,,,,,,
119,Madhya Pradesh,Guna,Bamori,,,,,,,,
120,Madhya Pradesh,Guna,Chanchoda,,,,,,,,
121,Madhya Pradesh,Guna,Guna,,,,,,,,
122,Madhya Pradesh,Guna,Raghogarh,,,,,,,,
123,Madhya Pradesh,Gwalior,Bhitarwar,,,,,,,,
124,Madhya Pradesh,Gwalior,Dabra,,,,,,,,
125,Madhya Pradesh,Gwalior,Ghatigaon,,,,,,,,
126,Madhya Pradesh,Gwalior,Morar,,,,,,,,
127,Madhya Pradesh,Harda,Harda,,,,,,,,
128,Madhya Pradesh,Harda,Khirkiya,,,,,,,,
129,Madhya Pradesh,Harda,Timarni,,,,,,,,
130,Madhya Pradesh,Indore,Depalpur,,,,,,,,
131,Madhya Pradesh,Indore,Indore,,,,,,,,
132,Madhya Pradesh,Indore,Mhow,,,,,,,,
133,Madhya Pradesh,Indore,Sanwer,,,,,,,,
134,Madhya Pradesh,Jabalpur,Jabalpur,,,,,,,,
135,Madhya Pradesh,Jabalpur,Kundam,,,,,,,,
136,Madhya Pradesh,Jabalpur,Majhouli,,,,,,,,
137,Madhya Pradesh,Jabalpur,Panagar,,,,,,,,
138,Madhya Pradesh,Jabalpur,Patan,,,,,,,,
139,Madhya Pradesh,Jabalpur,Shahpura,,,,,,,,
140,Madhya Pradesh,Jabalpur,Sihora,,,,,,,,
141,Madhya Pradesh,Jhabua,Jhabua,,,,,,,,
142,Madhya Pradesh,Jhabua,Meghnagar,,,,,,,,
143,Madhya Pradesh,Jhabua,Petlawad,,,,,,,,
144,Madhya Pradesh,Jhabua,Rama,,,,,,,,
145,Madhya Pradesh,Jhabua,Ranapur,,,,,,,,
146,Madhya Pradesh,Jhabua,Thandla,,,,,,,,
147,Madhya Pradesh,Katni,Badwara,,,,,,,,
148,Madhya Pradesh,Katni,Bahoriband,,,,,,,,
149,Madhya Pradesh,Katni,Dheemerkheda,,,,,,,,
150,Madhya Pradesh,Katni,Katni,,,,,,,,
151,Madhya Pradesh,Katni,Rithi,,,,,,,,
152,Madhya Pradesh,Katni,Vijayraghavgarh,,,,,,,,
153,Madhya Pradesh,Khargone,Barwah,,,,,,,,
154,Madhya Pradesh,Khargone,Bhagvanpura,,,,,,,,
155,Madhya Pradesh,Khargone,Bhikangaon,,,,,,,,
156,Madhya Pradesh,Khargone,Gogawan,,,,,,,,
157,Madhya Pradesh,Khargone,Kasrawad,,,,,,,,
158,Madhya Pradesh,Khargone,Khargone,,,,,,,,
159,Madhya Pradesh,Khargone,Maheshwar,,,,,,,,
160,Madhya Pradesh,Khargone,Segaon,,,,,,,,
161,Madhya Pradesh,Khargone,Ziranya,,,,,,,,
162,Madhya Pradesh,Mandla,Bichhiya,,,,,,,,
163,Madhya Pradesh,Mandla,Bijadandi,,,,,,,,
164,Madhya Pradesh,Mandla,Ghughri,,,,,,,,
165,Madhya Pradesh,Mandla,Mandla,,,,,,,,
166,Madhya Pradesh,Mandla,Mawai,,,,,,,,
167,Madhya Pradesh,Mandla,Mohgaon,,,,,,,,
168,Madhya Pradesh,Mandla,Nainpur,,,,,,,,
169,Madhya Pradesh,Mandla,Narayanganj,,,,,,,,
170,Madhya Pradesh,Mandla,Niwas,,,,,,,,
171,Madhya Pradesh,Mandsaur,Bhanpura,,,,,,,,
172,Madhya Pradesh,Mandsaur,Garoth,,,,,,,,
173,Madhya Pradesh,Mandsaur,Malhargarh,,,,,,,,
174,Madhya Pradesh,Mandsaur,Mandsaur,,,,,,,,
175,Madhya Pradesh,Mandsaur,Sitamau,,,,,,,,
176,Madhya Pradesh,Morena,Ambah,,,,,,,,
177,Madhya Pradesh,Morena,Joura,,,,,,,,
178,Madhya Pradesh,Morena,Kailaras,,,,,,,,
179,Madhya Pradesh,Morena,Morena,,,,,,,,
180,Madhya Pradesh,Morena,Pahadgarh,,,,,,,,
181,Madhya Pradesh,Morena,Porsa,,,,,,,,
182,Madhya Pradesh,Morena,Sabalgarh,,,,,,,,
183,Madhya Pradesh,Narmadapuram,Babai,,,,,,,,
184,Madhya Pradesh,Narmadapuram,Bankhedi,,,,,,,,
185,Madhya Pradesh,Narmadapuram,Kesla,,,,,,,,
186,Madhya Pradesh,Narmadapuram,Narmadapuram,,,,,,,,
187,Madhya Pradesh,Narmadapuram,Pipariya,,,,,,,,
188,Madhya Pradesh,Narmadapuram,Seoni Malwa,,,,,,,,
189,Madhya Pradesh,Narmadapuram,Sohagpur,,,,,,,,
190,Madhya Pradesh,Narsinghpur,Babai Chichali,,,,,,,,
191,Madhya Pradesh,Narsinghpur,Chawarpatha,,,,,,,,
192,Madhya Pradesh,Narsinghpur,Gotegaon,,,,,,,,
193,Madhya Pradesh,Narsinghpur,Kareli,,,,,,,,
194,Madhya Pradesh,Narsinghpur,Narsimhapur,,,,,,,,
195,Madhya Pradesh,Narsinghpur,Sainkheda,,,,,,,,
196,Madhya Pradesh,Neemuch,Jawad,,,,,,,,
197,Madhya Pradesh,Neemuch,Manasa,,,,,,,,
198,Madhya Pradesh,Neemuch,Neemuch,,,,,,,,
199,Madhya Pradesh,Niwari,Niwari,,,,,,,,
200,Madhya Pradesh,Niwari,Prithvipur,,,,,,,,
201,Madhya Pradesh,Panna,Ajaigarh,,,,,,,,
202,Madhya Pradesh,Panna,Gunour,,,,,,,,
203,Madhya Pradesh,Panna,Panna,,,,,,,,
204,Madhya Pradesh,Panna,Pawai,,,,,,,,
205,Madhya Pradesh,Panna,Shahnagar,,,,,,,,
206,Madhya Pradesh,Raisen,Badi,,,,,,,,
207,Madhya Pradesh,Raisen,Begamganj,,,,,,,,
208,Madhya Pradesh,Raisen,Gairatganj,,,,,,,,
209,Madhya Pradesh,Raisen,Obaidallaganj,,,,,,,,
210,Madhya Pradesh,Raisen,Sanchi,,,,,,,,
211,Madhya Pradesh,Raisen,Silwani,,,,,,,,
212,Madhya Pradesh,Raisen,Udaipura,,,,,,,,
213,Madhya Pradesh,Rajgarh,Biaora,,,,,,,,
214,Madhya Pradesh,Rajgarh,Khilchipur,,,,,,,,
215,Madhya Pradesh,Rajgarh,Narsinghgarh,,,,,,,,
216,Madhya Pradesh,Rajgarh,Rajgarh,,,,,,,,
217,Madhya Pradesh,Rajgarh,Sarangpur,,,,,,,,
218,Madhya Pradesh,Rajgarh,Zirapur,,,,,,,,
219,Madhya Pradesh,Ratlam,Alot,,,,,,,,
220,Madhya Pradesh,Ratlam,Bajna,,,,,,,,
221,Madhya Pradesh,Ratlam,Jaora,,,,,,,,
222,Madhya Pradesh,Ratlam,Piploda,,,,,,,,
223,Madhya Pradesh,Ratlam,Ratlam,,,,,,,,
224,Madhya Pradesh,Ratlam,Sailana,,,,,,,,
225,Madhya Pradesh,Rewa,Gangev,,,,,,,,
226,Madhya Pradesh,Rewa,Hanumana,,,,,,,,
227,Madhya Pradesh,Rewa,Jawa,,,,,,,,
228,Madhya Pradesh,Rewa,Mauganj,,,,,,,,
229,Madhya Pradesh,Rewa,Naigarhi,,,,,,,,
230,Madhya Pradesh,Rewa,Raipur Karchuliyan,,,,,,,,
231,Madhya Pradesh,Rewa,Rewa,,,,,,,,
232,Madhya Pradesh,Rewa,Sirmour,,,,,,,,
233,Madhya Pradesh,Rewa,Teonthar,,,,,,,,
234,Madhya Pradesh,Sagar,Banda,,,,,,,,
235,Madhya Pradesh,Sagar,Bina,,,,,,,,
236,Madhya Pradesh,Sagar,Deori,,,,,,,,
237,Madhya Pradesh,Sagar,Jaisinagar,,,,,,,,
238,Madhya Pradesh,Sagar,Kesli,,,,,,,,
239,Madhya Pradesh,Sagar,Khurai,,,,,,,,
240,Madhya Pradesh,Sagar,Malthone,,,,,,,,
241,Madhya Pradesh,Sagar,Rahatgarh,,,,,,,,
242,Madhya Pradesh,Sagar,Rehli,,,,,,,,
243,Madhya Pradesh,Sagar,Sagar,,,,,,,,
244,Madhya Pradesh,Sagar,Shahgarh,,,,,,,,
245,Madhya Pradesh,Satna,Amarpatan,,,,,,,,
246,Madhya Pradesh,Satna,Maihar,,,,,,,,
247,Madhya Pradesh,Satna,Majhgawan,,,,,,,,
248,Madhya Pradesh,Satna,Nagod,,,,,,,,
249,Madhya Pradesh,Satna,Ramnagar,,,,,,,,
250,Madhya Pradesh,Satna,Rampur Baghelan,,,,,,,,
251,Madhya Pradesh,Satna,Sohawal,,,,,,,,
252,Madhya Pradesh,Satna,Unchahara,,,,,,,,
253,Madhya Pradesh,Sehore,Ashta,,,,,,,,
254,Madhya Pradesh,Sehore,Budni,,,,,,,,
255,Madhya Pradesh,Sehore,Ichhawar,,,,,,,,
256,Madhya Pradesh,Sehore,Nasrullaganj,,,,,,,,
257,Madhya Pradesh,Sehore,Sehore,,,,,,,,
258,Madhya Pradesh,Seoni,Barghat,,,,,,,,
259,Madhya Pradesh,Seoni,Chhapara,,,,,,,,
260,Madhya Pradesh,Seoni,Dhanaura,,,,,,,,
261,Madhya Pradesh,Seoni,Kahnapas(ghansaur),,,,,,,,
262,Madhya Pradesh,Seoni,Keolari,,,,,,,,
263,Madhya Pradesh,Seoni,Kurai,,,,,,,,
264,Madhya Pradesh,Seoni,Lakhnadon,,,,,,,,
265,Madhya Pradesh,Seoni,Seoni,,,,,,,,
266,Madhya Pradesh,Shahdol,Beohari,,,,,,,,
267,Madhya Pradesh,Shahdol,Burhar,,,,,,,,
268,Madhya Pradesh,Shahdol,Gohparu,,,,,,,,
269,Madhya Pradesh,Shahdol,Jaisinghnagar,,,,,,,,
270,Madhya Pradesh,Shahdol,Sohagpur,,,,,,,,
271,Madhya Pradesh,Shajapur,Kalapipal,,,,,,,,
272,Madhya Pradesh,Shajapur,Moman Badodia,,,,,,,,
273,Madhya Pradesh,Shajapur,Shajapur,,,,,,,,
274,Madhya Pradesh,Shajapur,Shujalpur,,,,,,,,
275,Madhya Pradesh,Sheopur,Karahal,,,,,,,,
276,Madhya Pradesh,Sheopur,Sheopur,,,,,,,,
277,Madhya Pradesh,Sheopur,Vijaypur,,,,,,,,
278,Madhya Pradesh,Shivpuri,Badarwas,,,,,,,,
279,Madhya Pradesh,Shivpuri,Karera,,,,,,,,
280,Madhya Pradesh,Shivpuri,Khaniadhana,,,,,,,,
281,Madhya Pradesh,Shivpuri,Kolaras,,,,,,,,
282,Madhya Pradesh,Shivpuri,Narwar,,,,,,,,
283,Madhya Pradesh,Shivpuri,Pichhore,,,,,,,,
284,Madhya Pradesh,Shivpuri,Pohri,,,,,,,,
285,Madhya Pradesh,Shivpuri,Shivpuri,,,,,,,,
286,Madhya Pradesh,Sidhi,Kusmi,,,,,,,,
287,Madhya Pradesh,Sidhi,Majhauli,,,,,,,,
288,Madhya Pradesh,Sidhi,Rampur Naikin,,,,,,,,
289,Madhya Pradesh,Sidhi,Sidhi,,,,,,,,
290,Madhya Pradesh,Sidhi,Sihawal,,,,,,,,
291,Madhya Pradesh,Singrauli,Baidhan,,,,,,,,
292,Madhya Pradesh,Singrauli,Chitrangi,,,,,,,,
293,Madhya Pradesh,Singrauli,Devsar,,,,,,,,
294,Madhya Pradesh,Tikamgarh,Baldeogarh,,,,,,,,
295,Madhya Pradesh,Tikamgarh,Jatara,,,,,,,,
296,Madhya Pradesh,Tikamgarh,Palera,,,,,,,,
297,Madhya Pradesh,Tikamgarh,Tikamgarh,,,,,,,,
298,Madhya Pradesh,Ujjain,Badnagar,,,,,,,,
299,Madhya Pradesh,Ujjain,Ghatiya,,,,,,,,
300,Madhya Pradesh,Ujjain,Khacharod,,,,,,,,
301,Madhya Pradesh,Ujjain,Mahidpur,,,,,,,,
302,Madhya Pradesh,Ujjain,Tarana,,,,,,,,
303,Madhya Pradesh,Ujjain,Ujjain,,,,,,,,
304,Madhya Pradesh,Umaria,Karkeli,,,,,,,,
305,Madhya Pradesh,Umaria,Manpur,,,,,,,,
306,Madhya Pradesh,Umaria,Pali,,,,,,,,
307,Madhya Pradesh,Vidisha,Basoda,,,,,,,,
308,Madhya Pradesh,Vidisha,Gyaraspur,,,,,,,,
309,Madhya Pradesh,Vidisha,Kurwai,,,,,,,,
310,Madhya Pradesh,Vidisha,Lateri,,,,,,,,
311,Madhya Pradesh,Vidisha,Nateran,,,,,,,,
312,Madhya Pradesh,Vidisha,Sironj,,,,,,,,
313,Madhya Pradesh,Vidisha,Vidisha,,,,,,,,
314,Maharashtra,Ahmednagar,Akole,,,,,,,,
315,Maharashtra,Ahmednagar,Jamkhed,,,,,,,,
316,Maharashtra,Ahmednagar,Karjat,,,,,,,,
317,Maharashtra,Ahmednagar,Kopargaon,,,,,,,,
318,Maharashtra,Ahmednagar,Nagar,,,,,,,,
319,Maharashtra,Ahmednagar,Nevasa,,,,,,,,
320,Maharashtra,Ahmednagar,Parner,,,,,,,,
321,Maharashtra,Ahmednagar,Pathardi,,,,,,,,
322,Maharashtra,Ahmednagar,Rahata,,,,,,,,
323,Maharashtra,Ahmednagar,Rahuri,,,,,,,,
324,Maharashtra,Ahmednagar,Sangamner,,,,,,,,
325,Maharashtra,Ahmednagar,Shevgaon,,,,,,,,
326,Maharashtra,Ahmednagar,Shrigonda,,,,,,,,
327,Maharashtra,Ahmednagar,Shrirampur,,,,,,,,
328,Maharashtra,Akola,Akola,,,,,,,,
329,Maharashtra,Akola,Akot,,,,,,,,
330,Maharashtra,Akola,Balapur,,,,,,,,
331,Maharashtra,Akola,Barshitakli,,,,,,,,
332,Maharashtra,Akola,Murtijapur,,,,,,,,
333,Maharashtra,Akola,Patur,,,,,,,,
334,Maharashtra,Akola,Telhara,,,,,,,,
335,Maharashtra,Amravati,Achalpur,,,,,,,,
336,Maharashtra,Amravati,Amravati,,,,,,,,
337,Maharashtra,Amravati,Anjangaon S,,,,,,,,
338,Maharashtra,Amravati,Bhatkuli,,,,,,,,
339,Maharashtra,Amravati,Chandur Bz,,,,,,,,
340,Maharashtra,Amravati,Chandur Ril,,,,,,,,
341,Maharashtra,Amravati,Chikhaldara,,,,,,,,
342,Maharashtra,Amravati,Daryapur,,,,,,,,
343,Maharashtra,Amravati,Dhamangaon Ril,,,,,,,,
344,Maharashtra,Amravati,Dharni,,,,,,,,
345,Maharashtra,Amravati,Morshi,,,,,,,,
346,Maharashtra,Amravati,Nandgaon Kh,,,,,,,,
347,Maharashtra,Amravati,Tiwsa,,,,,,,,
348,Maharashtra,Amravati,Warud,,,,,,,,
349,Maharashtra,Aurangabad,Aurangabad,,,,,,,,
350,Maharashtra,Aurangabad,Gangapur,,,,,,,,
351,Maharashtra,Aurangabad,Kanand,,,,,,,,
352,Maharashtra,Aurangabad,Khultabad,,,,,,,,
353,Maharashtra,Aurangabad,Paithan,,,,,,,,
354,Maharashtra,Aurangabad,Phulambri,,,,,,,,
355,Maharashtra,Aurangabad,Sillod,,,,,,,,
356,Maharashtra,Aurangabad,Soegaon,,,,,,,,
357,Maharashtra,Aurangabad,Vaijapur,,,,,,,,
358,Maharashtra,Beed,Ambajogai,,,,,,,,
359,Maharashtra,Beed,Ashti,,,,,,,,
360,Maharashtra,Beed,Beed,,,,,,,,
361,Maharashtra,Beed,Dharur,,,,,,,,
362,Maharashtra,Beed,Georai,,,,,,,,
363,Maharashtra,Beed,Kaij,,,,,,,,
364,Maharashtra,Beed,Majalgaon,,,,,,,,
365,Maharashtra,Beed,Parali V .,,,,,,,,
366,Maharashtra,Beed,Patoda,,,,,,,,
367,Maharashtra,Beed,Shirur ( Ka ),,,,,,,,
368,Maharashtra,Beed,Wadwani,,,,,,,,
369,Maharashtra,Bhandara,Bhandara,,,,,,,,
370,Maharashtra,Bhandara,Lakhandur,,,,,,,,
371,Maharashtra,Bhandara,Lakhani,,,,,,,,
372,Maharashtra,Bhandara,Mohadi,,,,,,,,
373,Maharashtra,Bhandara,Pauni,,,,,,,,
374,Maharashtra,Bhandara,Sakoli,,,,,,,,
375,Maharashtra,Bhandara,Tumsar,,,,,,,,
376,Maharashtra,Buldhana,Buldana,,,,,,,,
377,Maharashtra,Buldhana,Chikhli,,,,,,,,
378,Maharashtra,Buldhana,D. Raja,,,,,,,,
379,Maharashtra,Buldhana,Jalgaonjamod,,,,,,,,
380,Maharashtra,Buldhana,Khamgaon,,,,,,,,
381,Maharashtra,Buldhana,Lonar,,,,,,,,
382,Maharashtra,Buldhana,Malkapur,,,,,,,,
383,Maharashtra,Buldhana,Mehkar,,,,,,,,
384,Maharashtra,Buldhana,Motala,,,,,,,,
385,Maharashtra,Buldhana,Nandura,,,,,,,,
386,Maharashtra,Buldhana,Sangrampur,,,,,,,,
387,Maharashtra,Buldhana,Shegaon,,,,,,,,
388,Maharashtra,Buldhana,Sindkhedraja,,,,,,,,
389,Maharashtra,Chandrapur,Ballarpur,,,,,,,,
390,Maharashtra,Chandrapur,Bhadrawati,,,,,,,,
391,Maharashtra,Chandrapur,Brahmapuri,,,,,,,,
392,Maharashtra,Chandrapur,Chandrapur,,,,,,,,
393,Maharashtra,Chandrapur,Chimur,,,,,,,,
394,Maharashtra,Chandrapur,Gondpipri,,,,,,,,
395,Maharashtra,Chandrapur,Jiwati,,,,,,,,
396,Maharashtra,Chandrapur,Korpana,,,,,,,,
397,Maharashtra,Chandrapur,Mul,,,,,,,,
398,Maharashtra,Chandrapur,Nagbhid,,,,,,,,
399,Maharashtra,Chandrapur,Pombhurna,,,,,,,,
400,Maharashtra,Chandrapur,Rajura,,,,,,,,
401,Maharashtra,Chandrapur,Saoli,,,,,,,,
402,Maharashtra,Chandrapur,Sindewahi,,,,,,,,
403,Maharashtra,Chandrapur,Warora,,,,,,,,
404,Maharashtra,Dhule,Dhule,,,,,,,,
405,Maharashtra,Dhule,Sakri,,,,,,,,
406,Maharashtra,Dhule,Shindkhede,,,,,,,,
407,Maharashtra,Dhule,Shirpur,,,,,,,,
408,Maharashtra,Gadchiroli,Aheri,,,,,,,,
409,Maharashtra,Gadchiroli,Armori,,,,,,,,
410,Maharashtra,Gadchiroli,Bhamaragad,,,,,,,,
411,Maharashtra,Gadchiroli,Chamorshi,,,,,,,,
412,Maharashtra,Gadchiroli,Desaiganj (wadsa),,,,,,,,
413,Maharashtra,Gadchiroli,Dhanora,,,,,,,,
414,Maharashtra,Gadchiroli,Etapalli,,,,,,,,
415,Maharashtra,Gadchiroli,Gadchiroli,,,,,,,,
416,Maharashtra,Gadchiroli,Korchi,,,,,,,,
417,Maharashtra,Gadchiroli,Kurkheda,,,,,,,,
418,Maharashtra,Gadchiroli,Mulchera,,,,,,,,
419,Maharashtra,Gadchiroli,Sironcha,,,,,,,,
420,Maharashtra,Gondia,Amgaon,,,,,,,,
421,Maharashtra,Gondia,Arjuni Morgaon,,,,,,,,
422,Maharashtra,Gondia,Deori,,,,,,,,
423,Maharashtra,Gondia,Gondia,,,,,,,,
424,Maharashtra,Gondia,Goregaon,,,,,,,,
425,Maharashtra,Gondia,Sadak Arjuni,,,,,,,,
426,Maharashtra,Gondia,Salekasa,,,,,,,,
427,Maharashtra,Gondia,Tirora,,,,,,,,
428,Maharashtra,Hingoli,Aundha Nagnath,,,,,,,,
429,Maharashtra,Hingoli,Basmat,,,,,,,,
430,Maharashtra,Hingoli,Hingoli,,,,,,,,
431,Maharashtra,Hingoli,Kalamnuri,,,,,,,,
432,Maharashtra,Hingoli,Sengaon,,,,,,,,
433,Maharashtra,Jalgaon,Amalner,,,,,,,,
434,Maharashtra,Jalgaon,Bhadgaon,,,,,,,,
435,Maharashtra,Jalgaon,Bhusawal,,,,,,,,
436,Maharashtra,Jalgaon,Bodwad,,,,,,,,
437,Maharashtra,Jalgaon,Chalisgaon,,,,,,,,
438,Maharashtra,Jalgaon,Chopda,,,,,,,,
439,Maharashtra,Jalgaon,Dharangaon,,,,,,,,
440,Maharashtra,Jalgaon,Erandol,,,,,,,,
441,Maharashtra,Jalgaon,Jalgaon,,,,,,,,
442,Maharashtra,Jalgaon,Jamner,,,,,,,,
443,Maharashtra,Jalgaon,Muktainagar,,,,,,,,
444,Maharashtra,Jalgaon,Pachora,,,,,,,,
445,Maharashtra,Jalgaon,Parola,,,,,,,,
446,Maharashtra,Jalgaon,Raver,,,,,,,,
447,Maharashtra,Jalgaon,Yawal,,,,,,,,
448,Maharashtra,Jalna,Ambad,,,,,,,,
449,Maharashtra,Jalna,Badnapur,,,,,,,,
